date1,datetime,cash_type,card,money,coffee_name
June,June  7:45:17 PM,card,ANON-0000-0000-0256,37.72,Hot Chocolate
June,June  7:45:17 PM,card,ANON-0000-0000-0291,32.82,Americano with Milk
June,June  7:45:17 PM,card,ANON-0000-0000-0292,27.92,Americano
June,June  7:29:17 PM,card,ANON-0000-0000-0097,37.72,Latte
June,June  7:29:17 PM,card,ANON-0000-0000-0293,32.82,Americano with Milk
June,June  8:34:17 PM,card,ANON-0000-0000-0141,27.92,Cortado
June,June  8:34:17 PM,card,ANON-0000-0000-0294,32.82,Americano with Milk
June,June  8:34:17 PM,card,ANON-0000-0000-0295,37.72,Hot Chocolate
June,June  8:34:17 PM,card,ANON-0000-0000-0296,37.72,Latte
June,June  7:29:17 PM,card,ANON-0000-0000-0012,32.82,Americano with Milk
June,June  7:29:17 PM,card,ANON-0000-0000-0012,23.02,Espresso
June,June  3:39:48 PM,card,ANON-0000-0000-0295,23.02,Espresso
June,June  4:19:03 PM,card,ANON-0000-0000-0009,32.82,Americano with Milk
June,June  6:39:04 PM,card,ANON-0000-0000-0009,32.82,Americano with Milk
June,June  7:22:02 PM,card,ANON-0000-0000-0141,27.92,Cortado
June,June  7:23:16 PM,card,ANON-0000-0000-0297,27.92,Americano
June,June  7:29:17 PM,card,ANON-0000-0000-0097,37.72,Latte
June,June  7:45:17 PM,card,ANON-0000-0000-0298,32.82,Americano with Milk
June,June  7:45:17 PM,card,ANON-0000-0000-0299,37.72,Cappuccino
June,June  7:45:17 PM,card,ANON-0000-0000-0300,37.72,Latte
June,June  7:45:17 PM,card,ANON-0000-0000-0300,32.82,Americano with Milk
June,June  7:29:17 PM,card,ANON-0000-0000-0300,23.02,Espresso
June,June  7:29:17 PM,card,ANON-0000-0000-0300,37.72,Cocoa
June,June  8:34:17 PM,card,ANON-0000-0000-0300,32.82,Americano with Milk
June,June  8:34:17 PM,card,ANON-0000-0000-0301,32.82,Americano with Milk
June,June  8:34:17 PM,card,ANON-0000-0000-0302,27.92,Americano
June,June  8:34:17 PM,card,ANON-0000-0000-0059,32.82,Americano with Milk
June,June  7:29:17 PM,card,ANON-0000-0000-0303,37.72,Latte
June,June  7:29:17 PM,card,ANON-0000-0000-0303,37.72,Hot Chocolate
June,June  3:39:48 PM,card,ANON-0000-0000-0303,37.72,Hot Chocolate
June,June  4:19:03 PM,card,ANON-0000-0000-0276,32.82,Americano with Milk
June,June  6:39:04 PM,card,ANON-0000-0000-0274,23.02,Espresso
June,June  7:22:02 PM,card,ANON-0000-0000-0304,32.82,Americano with Milk
June,June  7:23:16 PM,card,ANON-0000-0000-0304,32.82,Americano with Milk
June,June  7:29:17 PM,card,ANON-0000-0000-0305,37.72,Hot Chocolate
June,June  7:45:17 PM,card,ANON-0000-0000-0306,37.72,Hot Chocolate
June,June  7:45:17 PM,card,ANON-0000-0000-0059,32.82,Americano with Milk
June,June  7:45:17 PM,card,ANON-0000-0000-0059,32.82,Americano with Milk
June,June  7:45:17 PM,card,ANON-0000-0000-0307,27.92,Americano
June,June  7:29:17 PM,card,ANON-0000-0000-0308,27.92,Cortado
June,June  7:29:17 PM,card,ANON-0000-0000-0308,27.92,Cortado
June,June  8:34:17 PM,card,ANON-0000-0000-0042,37.72,Cappuccino
June,June  8:34:17 PM,card,ANON-0000-0000-0164,37.72,Cappuccino
June,June  8:34:17 PM,card,ANON-0000-0000-0012,37.72,Cappuccino
June,June  8:34:17 PM,card,ANON-0000-0000-0012,37.72,Cappuccino
June,June  7:29:17 PM,card,ANON-0000-0000-0012,27.92,Americano
June,June  7:29:17 PM,card,ANON-0000-0000-0309,27.92,Americano
June,June  3:39:48 PM,card,ANON-0000-0000-0009,32.82,Americano with Milk
June,June  4:19:03 PM,card,ANON-0000-0000-0299,27.92,Americano
June,June  6:39:04 PM,card,ANON-0000-0000-0299,37.72,Cappuccino
June,June  7:22:02 PM,card,ANON-0000-0000-0154,37.72,Cappuccino
June,June  7:23:16 PM,card,ANON-0000-0000-0154,37.72,Cappuccino
June,June  7:29:17 PM,card,ANON-0000-0000-0310,27.92,Cortado
June,June  7:45:17 PM,card,ANON-0000-0000-0012,32.82,Americano with Milk
June,June  7:45:17 PM,card,ANON-0000-0000-0012,32.82,Americano with Milk
June,June  7:45:17 PM,card,ANON-0000-0000-0311,37.72,Latte
June,June  7:45:17 PM,card,ANON-0000-0000-0141,27.92,Cortado
June,June  7:29:17 PM,card,ANON-0000-0000-0312,27.92,Americano
June,June  7:29:17 PM,card,ANON-0000-0000-0313,37.72,Latte
June,June  8:34:17 PM,card,ANON-0000-0000-0313,37.72,Cocoa
June,June  8:34:17 PM,card,ANON-0000-0000-0164,32.82,Americano with Milk
June,June  8:34:17 PM,card,ANON-0000-0000-0153,37.72,Cappuccino
June,June  8:34:17 PM,card,ANON-0000-0000-0153,37.72,Latte
June,June  7:29:17 PM,card,ANON-0000-0000-0009,32.82,Americano with Milk
June,June  7:29:17 PM,card,ANON-0000-0000-0192,37.72,Cappuccino
June,June  3:39:48 PM,card,ANON-0000-0000-0192,32.82,Americano with Milk
June,June  4:19:03 PM,card,ANON-0000-0000-0097,37.72,Latte
June,June  6:39:04 PM,card,ANON-0000-0000-0314,37.72,Latte
June,June  7:22:02 PM,card,ANON-0000-0000-0314,37.72,Latte
June,June  7:23:16 PM,card,ANON-0000-0000-0257,37.72,Latte
June,June  7:29:17 PM,card,ANON-0000-0000-0009,37.72,Latte
June,June  7:45:17 PM,card,ANON-0000-0000-0009,32.82,Americano with Milk
June,June  7:45:17 PM,card,ANON-0000-0000-0311,37.72,Latte
June,June  7:45:17 PM,card,ANON-0000-0000-0315,27.92,Americano
June,June  7:45:17 PM,card,ANON-0000-0000-0012,32.82,Americano with Milk
June,June  7:29:17 PM,card,ANON-0000-0000-0012,32.82,Americano with Milk
June,June  7:29:17 PM,card,ANON-0000-0000-0316,23.02,Espresso
June,June  8:34:17 PM,card,ANON-0000-0000-0009,37.72,Latte
June,June  8:34:17 PM,card,ANON-0000-0000-0154,37.72,Cappuccino
June,June  8:34:17 PM,card,ANON-0000-0000-0154,37.72,Cappuccino
June,June  8:34:17 PM,card,ANON-0000-0000-0180,37.72,Cappuccino
June,June  7:29:17 PM,card,ANON-0000-0000-0180,37.72,Cappuccino
June,June  7:29:17 PM,card,ANON-0000-0000-0180,27.92,Americano
June,June  7:22:02 PM,card,ANON-0000-0000-0311,32.82,Americano with Milk
June,June  7:23:16 PM,card,ANON-0000-0000-0141,27.92,Cortado
June,June  7:29:17 PM,card,ANON-0000-0000-0311,32.82,Americano with Milk
June,June  7:45:17 PM,card,ANON-0000-0000-0317,32.82,Americano with Milk
June,June  7:45:17 PM,card,ANON-0000-0000-0009,37.72,Latte
June,June  7:45:17 PM,card,ANON-0000-0000-0318,37.72,Cappuccino
June,June  7:45:17 PM,card,ANON-0000-0000-0012,32.82,Americano with Milk
June,June  7:29:17 PM,card,ANON-0000-0000-0012,32.82,Americano with Milk
June,June  7:29:17 PM,card,ANON-0000-0000-0319,37.72,Cappuccino
June,June  8:34:17 PM,card,ANON-0000-0000-0320,37.72,Latte
June,June  8:34:17 PM,card,ANON-0000-0000-0320,37.72,Cappuccino
June,June  8:34:17 PM,card,ANON-0000-0000-0164,32.82,Americano with Milk
June,June  8:34:17 PM,card,ANON-0000-0000-0180,37.72,Cappuccino
June,June  7:29:17 PM,card,ANON-0000-0000-0180,37.72,Cappuccino
June,June  7:29:17 PM,card,ANON-0000-0000-0321,37.72,Latte
June,June  3:39:48 PM,card,ANON-0000-0000-0203,37.72,Cappuccino
June,June  4:19:03 PM,card,ANON-0000-0000-0203,37.72,Cappuccino
June,June  6:39:04 PM,card,ANON-0000-0000-0322,37.72,Latte
June,June  7:22:02 PM,card,ANON-0000-0000-0012,32.82,Americano with Milk
June,June  7:23:16 PM,card,ANON-0000-0000-0040,32.82,Americano with Milk
June,June  7:29:17 PM,card,ANON-0000-0000-0203,37.72,Cappuccino
June,June  7:45:17 PM,card,ANON-0000-0000-0323,37.72,Latte
June,June  7:45:17 PM,card,ANON-0000-0000-0324,23.02,Espresso
June,June  7:45:17 PM,card,ANON-0000-0000-0325,27.92,Americano
June,June  7:45:17 PM,card,ANON-0000-0000-0009,37.72,Latte
June,June  7:29:17 PM,card,ANON-0000-0000-0009,37.72,Cappuccino
June,June  7:29:17 PM,card,ANON-0000-0000-0206,32.82,Americano with Milk
June,June  1:48:15 PM,card,ANON-0000-0000-0326,32.82,Americano with Milk
June,June  3:39:48 PM,card,ANON-0000-0000-0327,27.92,Cortado
June,June  4:19:03 PM,card,ANON-0000-0000-0328,32.82,Americano with Milk
June,June  6:39:04 PM,card,ANON-0000-0000-0329,37.72,Cappuccino
June,June  7:22:02 PM,card,ANON-0000-0000-0141,27.92,Cortado
June,June  7:23:16 PM,card,ANON-0000-0000-0274,23.02,Espresso
June,June  7:29:17 PM,card,ANON-0000-0000-0330,32.82,Americano with Milk
June,June  10:15:51 AM,card,ANON-0000-0000-0331,37.72,Latte
June,June  12:19:23 PM,card,ANON-0000-0000-0332,37.72,Cappuccino
June,June  12:20:18 PM,card,ANON-0000-0000-0097,32.82,Americano with Milk
June,June  1:46:33 PM,card,ANON-0000-0000-0333,32.82,Americano with Milk
June,June  1:48:15 PM,card,ANON-0000-0000-0333,32.82,Americano with Milk
June,June  3:39:48 PM,card,ANON-0000-0000-0334,37.72,Cappuccino
June,June  4:19:03 PM,card,ANON-0000-0000-0334,37.72,Cappuccino
June,June  6:39:04 PM,card,ANON-0000-0000-0335,37.72,Cappuccino
June,June  7:22:02 PM,card,ANON-0000-0000-0335,37.72,Hot Chocolate
June,June  7:23:16 PM,card,ANON-0000-0000-0009,37.72,Latte
June,June  7:29:17 PM,card,ANON-0000-0000-0336,37.72,Latte
June,June  7:45:17 PM,card,ANON-0000-0000-0337,23.02,Espresso
June,June  7:45:17 PM,card,ANON-0000-0000-0009,37.72,Hot Chocolate
June,June  7:45:17 PM,card,ANON-0000-0000-0097,32.82,Americano with Milk
